,Código pai,Código,Descrição,Unidade,Coeficiente,Preço,Total
306,C1864,I2391,PEDREIRO,H,1.6,23.17,37.072
307,C1864,I2543,SERVENTE,H,1.25,17.14,21.425
308,C1864,I0108,AREIA GROSSA,M3,0.06,74.72,4.4832
309,C1864,I0805,CIMENTO PORTLAND,KG,5.35,0.56,2.996
310,C1864,I1601,PEDRA PORTUGUESA  BRANCA,M3,0.081,1056.2,85.5522
311,C1867,C1867,"PEDRAS NATURAIS DECORATIVAS, C/ARGAMASSA MISTA CIMENTO. CAL HIDRATADA E AREIA", M2,,,
312,C1867,I2391,PEDREIRO,H,0.25,23.17,5.7925
313,C1867,I2543,SERVENTE,H,0.55,17.14,9.427000000000001
314,C1867,I0109,AREIA MEDIA,M3,0.0365,67.5,2.4637499999999997
315,C1867,I0441,CAL HIDRATADA,KG,4.86,1.1,5.346
316,C1867,I0805,CIMENTO PORTLAND,KG,10.95,0.56,6.132
317,C1867,I1603,PEDRAS NATURAIS DECORATIVAS,M2,1,30.84,30.84
318,C1866,C1866,"PEDRAS NATURAIS DECORATIVAS POLIDAS, C/ARGAMASSA MISTA CIMENTO CAL HIDRATADA E AREIA", M2,,,
319,C1866,I2391,PEDREIRO,H,0.25,23.17,5.7925
320,C1866,I2543,SERVENTE,H,0.55,17.14,9.427000000000001
321,C1866,I0109,AREIA MEDIA,M3,0.0365,67.5,2.4637499999999997
322,C1866,I0441,CAL HIDRATADA,KG,4.86,1.1,5.346
323,C1866,I0805,CIMENTO PORTLAND,KG,10.95,0.56,6.132
324,C1866,I1604,PEDRAS NATURAIS DECORATIVAS POLIDAS,M2,1,35.79,35.79
325,C1869,C1869,PEITORIL DE GRANITO L= 15 cm, M,,,
326,C1869,I2391,PEDREIRO,H,0.5,23.17,11.585
327,C1869,I2543,SERVENTE,H,0.25,17.14,4.285
328,C1869,I1610,PEITORIS DE GRANITO 15CM,M,1,68.52,68.52
329,C0197,C0197,-,-,0.00375,658.08,2.4678
330,C1868,C1868,PEGADOR METÁLICO P/PORTA (INTERNO), UN,,,
331,C1868,I0041,AJUDANTE DE CARPINTEIRO,H,0.3,18.63,5.5889999999999995
332,C1868,I0498,CARPINTEIRO,H,0.3,23.17,6.951
333,C1868,I1574,PARAFUSO COM ROSCA SOBERBA 8X180MM,UN,4,1.74,6.96
334,C1868,I1606,"PEGADOR METALICO P/PORTA, INTERNO",UN,1,23.34,23.34
335,C1852,C1852,PASTILHAS DE PORCELANA C/CIMENTO COLANTE, M2,,,
336,C1852,I1599,PASTILHEIRO,H,0.3,23.17,6.951
337,C1852,I2543,SERVENTE,H,0.22,17.14,3.7708
338,C1852,I0799,CIMENTO BRANCO,KG,2.5,3.28,8.2
339,C1852,I0800,CIMENTO COLANTE,KG,4.5,0.7,3.15
340,C1852,I1598,PASTILHA DE PORCELANA ESMALTADA,M2,1.05,94.7,99.435
341,C1851,C1851,"PASTILHAS DE PORCELANA C/ARGAMASSA MISTA CIMENTO, CAL HIDRATADA E AREIA TRAÇO 1:3:9", M2,,,
342,C1851,I1599,PASTILHEIRO,H,1.5,23.17,34.755
343,C1851,I2543,SERVENTE,H,1.69,17.14,28.9666
344,C1851,I0109,AREIA MEDIA,M3,0.0049,67.5,0.33075
345,C1851,I0154,ÁCIDO MURIÁTICO,L,0.1,5.44,0.544
346,C1851,I0441,CAL HIDRATADA,KG,0.97,1.1,1.067
347,C1851,I0799,CIMENTO BRANCO,KG,3,3.28,9.84
348,C1851,I0805,CIMENTO PORTLAND,KG,0.65,0.56,0.364
349,C1851,I1598,PASTILHA DE PORCELANA ESMALTADA,M2,1.02,94.7,96.59400000000001
350,C1851,I1871,SODA CAUSTICA,KG,0.1,12.56,1.256
351,C1850,C1850,PASTILHAS DE PORCELANA EM SUPERFÍCIES CURVAS, M2,,,
352,C1850,I1599,PASTILHEIRO,H,0.9,23.17,20.853
353,C1850,I2543,SERVENTE,H,1,17.14,17.14
354,C1850,I0119,ARGAMASSA PRE-FABRICADA PARA PASTILHAS,KG,7,2.8,19.6
355,C1850,I0154,ÁCIDO MURIÁTICO,L,0.1,5.44,0.544
356,C1850,I1595,PASTA DE CIMENTO BRANCO,KG,3,3.08,9.24
357,C1850,I1598,PASTILHA DE PORCELANA ESMALTADA,M2,1.02,94.7,96.59400000000001
358,C1850,I1871,SODA CAUSTICA,KG,0.05,12.56,0.628
359,C1856,C1856,"PASTILHAS DE PORCELANA EM FAIXAS DE 5 A 14cm, C/ARGAMASSA MISTA DE CIMENTO, CAL HIDRATADA E AREIA", M,,,
360,C1856,I1599,PASTILHEIRO,H,0.7,23.17,16.218999999999998
361,C1856,I2543,SERVENTE,H,0.5,17.14,8.57
362,C1856,I0109,AREIA MEDIA,M3,0.0007,67.5,0.04725
363,C1856,I0154,ÁCIDO MURIÁTICO,L,0.014,5.44,0.07616
364,C1856,I0441,CAL HIDRATADA,KG,0.15,1.1,0.16499999999999998
365,C1856,I0799,CIMENTO BRANCO,KG,0.42,3.28,1.3776
366,C1856,I0805,CIMENTO PORTLAND,KG,0.1,0.56,0.056
367,C1856,I1598,PASTILHA DE PORCELANA ESMALTADA,M2,0.15,94.7,14.205
368,C1856,I1871,SODA CAUSTICA,KG,0.014,12.56,0.17584
369,C1855,C1855,"PASTILHAS DE PORCELANA EM FAIXAS DE 25 A 40cm, C/ARGAMASSA MISTA DE CIMENTO, CAL HIDRATADA  E AREIA", M,,,
370,C1855,I1599,PASTILHEIRO,H,0.9,23.17,20.853
371,C1855,I2543,SERVENTE,H,0.63,17.14,10.7982
372,C1855,I0109,AREIA MEDIA,M3,0.0021,67.5,0.14175
373,C1855,I0154,ÁCIDO MURIÁTICO,L,0.042,5.44,0.22848000000000002
374,C1855,I0441,CAL HIDRATADA,KG,0.41,1.1,0.45099999999999996
375,C1855,I0799,CIMENTO BRANCO,KG,1.26,3.28,4.1328
376,C1855,I0805,CIMENTO PORTLAND,KG,0.28,0.56,0.15680000000000002
377,C1855,I1598,PASTILHA DE PORCELANA ESMALTADA,M2,0.42,94.7,39.774
378,C1855,I1871,SODA CAUSTICA,KG,0.042,12.56,0.52752
379,C1854,C1854,"PASTILHAS DE PORCELANA EM FAIXAS DE 15 A 24cm, C/ARGAMASSA MISTA DE CIMENTO, CAL HIDRATADA E AREIA", M,,,
380,C1854,I1599,PASTILHEIRO,H,0.8,23.17,18.536
381,C1854,I2543,SERVENTE,H,0.55,17.14,9.427000000000001
382,C1854,I0109,AREIA MEDIA,M3,0.0012,67.5,0.08099999999999999
383,C1854,I0154,ÁCIDO MURIÁTICO,L,0.025,5.44,0.136
384,C1854,I0441,CAL HIDRATADA,KG,0.24,1.1,0.264
385,C1854,I0799,CIMENTO BRANCO,KG,0.75,3.28,2.46
386,C1854,I0805,CIMENTO PORTLAND,KG,0.16,0.56,0.0896
387,C1854,I1598,PASTILHA DE PORCELANA ESMALTADA,M2,0.25,94.7,23.675
388,C1854,I1871,SODA CAUSTICA,KG,0.025,12.56,0.314
389,C1853,C1853,PASTILHAS DE PORCELANA C/CIMENTO COLANTE INCLUSIVE LIMPEZA, M2,,,
390,C1853,I1599,PASTILHEIRO,H,0.3,23.17,6.951
391,C1853,I2543,SERVENTE,H,0.72,17.14,12.3408
392,C1853,I0154,ÁCIDO MURIÁTICO,L,0.1,5.44,0.544
393,C1853,I0799,CIMENTO BRANCO,KG,2.5,3.28,8.2
394,C1853,I0800,CIMENTO COLANTE,KG,4.5,0.7,3.15
395,C1853,I1598,PASTILHA DE PORCELANA ESMALTADA,M2,1.02,94.7,96.59400000000001
396,C1853,I1871,SODA CAUSTICA,KG,0.1,12.56,1.256
397,C1859,C1859,"PASTILHAS DE PORCELANA C/ARGAMASSA MISTA CIMENTO, CAL HIDRATADA E AREIA", M2,,,
398,C1859,I1599,PASTILHEIRO,H,1.5,23.17,34.755
399,C1859,I2391,PEDREIRO,H,0.7,23.17,16.218999999999998
400,C1859,I2543,SERVENTE,H,2.35,17.14,40.279
401,C1859,I0109,AREIA MEDIA,M3,0.0243,67.5,1.64025
402,C1859,I0441,CAL HIDRATADA,KG,4.86,1.1,5.346
403,C1859,I0799,CIMENTO BRANCO,KG,3,3.28,9.84
404,C1859,I0805,CIMENTO PORTLAND,KG,4.54,0.56,2.5424
405,C1859,I1598,PASTILHA DE PORCELANA ESMALTADA,M2,1.05,94.7,99.435
406,C1859,I1871,SODA CAUSTICA,KG,0.1,12.56,1.256
407,C1858,C1858,PASTILHAS DE PORCELANA EM SUPERFICIES CURVAS, M2,,,
408,C1858,I1599,PASTILHEIRO,H,2.4,23.17,55.608
409,C1858,I2543,SERVENTE,H,2.05,17.14,35.137
410,C1858,I0109,AREIA MEDIA,M3,0.0049,67.5,0.33075
411,C1858,I0154,ÁCIDO MURIÁTICO,L,0.1,5.44,0.544
412,C1858,I0441,CAL HIDRATADA,KG,0.97,1.1,1.067
413,C1858,I0799,CIMENTO BRANCO,KG,3,3.28,9.84
414,C1858,I0805,CIMENTO PORTLAND,KG,0.65,0.56,0.364
415,C1858,I1598,PASTILHA DE PORCELANA ESMALTADA,M2,1.05,94.7,99.435
416,C1858,I1871,SODA CAUSTICA,KG,0.1,12.56,1.256
417,C1857,C1857,"PASTILHAS DE PORCELANA EM FAIXAS DE ATÉ 4cm, C/ARGAMASSA MISTA DE CIMENTO, CAL HIDRATADA E AREIA", M,,,
418,C1857,I1599,PASTILHEIRO,H,0.6,23.17,13.902
419,C1857,I2543,SERVENTE,H,0.41,17.14,7.027399999999999
420,C1857,I0109,AREIA MEDIA,M3,0.0002,67.5,0.0135
421,C1857,I0154,ÁCIDO MURIÁTICO,L,0.0004,5.44,0.002176
422,C1857,I0441,CAL HIDRATADA,KG,0.049,1.1,0.0539
423,C1857,I0799,CIMENTO BRANCO,KG,0.12,3.28,0.3936
424,C1857,I0805,CIMENTO PORTLAND,KG,0.032,0.56,0.017920000000000002
425,C1857,I1598,PASTILHA DE PORCELANA ESMALTADA,M2,0.04,94.7,3.7880000000000003
426,C1857,I1871,SODA CAUSTICA,KG,0.0004,12.56,0.005024
427,C4913,C4913,REMOÇÃO DE PINTURA LÁTEX (RASPAGEM E/OU LIXAMENTO E/OU ESCOVAÇÃO), M2,,,
428,C4913,I2543,SERVENTE,H,0.4,17.14,6.856000000000001
429,C4914,C4914,REMOÇÃO DE PINTURA À ÓLEO OU ESMALTE, M2,,,
430,C4914,I2543,SERVENTE,H,0.5,17.14,8.57
431,C4914,I9394,REMOVEDOR DE TINTA OLEO/ESMALTE VERNIZ,L,0.1,46.22,4.622
432,C4911,C4911,"RUFO EM CHAPA DE ALUMÍNIO LISA 22, ESP.=0,71MM, INCLUSO TRANSPORTE VERTICAL", M2,,,
433,C4911,I0632,GUINDASTE HIDRÁULICO SOBRE PNEUS HP 45 (CHI),H,0.0183,47.89816828,0.876536479524
434,C4911,I0746,GUINDASTE HIDRÁULICO SOBRE PNEUS HP 45 (CHP),H,0.0132,98.46786828,1.299775861296
435,C4911,I0037,AJUDANTE,H,0.45,18.63,8.3835
436,C4911,I1530,MONTADOR,H,0.3,23.17,6.951
437,C4911,I2070,TELHADISTA,H,0.448,23.17,10.38016
438,C4911,I2543,SERVENTE,H,0.828,17.14,14.19192
439,C4911,I1728,"PREGO 18X27 (2.1/2"" X 10) (APROXIMADAMENTE 198UN/KG)",KG,0.024,13.8,0.3312
440,C4911,I1784,REBITES,KG,0.0048,58.29,0.279792
441,C4911,I1872,SOLDA 50X50,KG,0.18,82.73,14.891399999999999
442,C4911,I6804,MASTIQUE ELASTICO A BASE DE POLIURETANO NA COR CINZA - UNIPLAC 400ml,UN,0.16,138.18,22.108800000000002
443,C4911,I9375,"CHAPA DE ALUMÍNIO LISA 22, DIMENSÕES 2,0X1,0M, ESP. = 0,80MM (2,16KG/M2)",KG,2.035,28.53,58.058550000000004
444,C4912,C4912,"MURO CONTORNO DE ALVENARIA E CONCRETO (PILAR+CINTA), REBOCADO, SEM PINTURA", M2,,,
445,C4912,I0682,BETONEIRA ELÉTRICA 580L (CHP),H,0.03,24.420759936,0.73262279808
446,C4912,I0040,AJUDANTE DE ARMADOR/FERREIRO,H,0.15,18.63,2.7944999999999998
447,C4912,I0121,ARMADOR/FERREIRO,H,0.15,23.17,3.4755
448,C4912,I2391,PEDREIRO,H,3.2,23.17,74.144
449,C4912,I2543,SERVENTE,H,5.2,17.14,89.128
450,C4912,I0103,ARAME RECOZIDO N.18 BWG,KG,0.04,10.05,0.402
451,C4912,I0108,AREIA GROSSA,M3,0.08,74.72,5.9776
452,C4912,I0109,AREIA MEDIA,M3,0.085,67.5,5.737500000000001
453,C4912,I0163,AÇO CA-50,KG,2.18,9.5,20.71
454,C4912,I0280,BRITA,M3,0.03,76.19,2.2857
455,C4912,I0805,CIMENTO PORTLAND,KG,45,0.56,25.2
456,C4912,I1600,PEDRA DE MÃO (RACHÃO),M3,0.15,66.06,9.908999999999999
457,C4912,I1605,PEDRISCO,M3,0.01,73.9,0.739
458,C4912,I1917,"TABUA DE 1"" - L = 12cm",M,0.45,5.76,2.592
459,C4912,I2081,TIJOLO CERÂMICO FURADO  9X19X19CM,UN,25,0.68,17
460,C4912,I2082,TIJOLO MACIÇO COMUM,UN,18,0.58,10.44
461,C4917,C4917,"PISO INTERTRAVADO TIPO TIJOLINHO (20X10X8)CM 35MPA, COR CINZA", COMPACTAÇÃO MECANIZADA ,,,
462,C4917,I0612,COMPACTADOR DE PLACA VIBRATÓRIA HP 7 (CHI),H,0.1211,29.57069825,3.581011558075
463,C4917,I0725,COMPACTADOR DE PLACA VIBRATÓRIA HP 7 (CHP),H,0.0055,44.274864916666665,0.24351175704166664
464,C4917,I0445,CALCETEIRO,H,0.2531,23.17,5.864326999999999
465,C4917,I2543,SERVENTE,H,0.2531,17.14,4.338134
466,C4917,I0109,AREIA MEDIA,M3,0.0568,67.5,3.834
467,C4917,I2403,PÓ DE PEDRA,M3,0.0087,60.46,0.526002
468,C4917,I9104,"BLOQUETE/PISO INTERTRAVADO DE CONCRETO - MODELO RETANGULAR/TIJOLINHO/PAVER/HOLANDES/PARALELEPIPEDO, 20 CM X 10 CM, E = 8 CM, RESISTENCIA DE 35 MPA (NBR 9781), COR NATURAL
",M2,1.003,42.69,42.81807
469,C4918,C4918,"PISO INTERTRAVADO TIPO TIJOLINHO (20X10X10)CM 35MPA, COR CINZA", COMPACTAÇÃO MECANIZADA ,,,
470,C4918,I0612,COMPACTADOR DE PLACA VIBRATÓRIA HP 7 (CHI),H,0.1696,29.57069825,5.0151904232
471,C4918,I0725,COMPACTADOR DE PLACA VIBRATÓRIA HP 7 (CHP),H,0.0069,44.274864916666665,0.30549656792499996
472,C4918,I0445,CALCETEIRO,H,0.3467,23.17,8.033039
473,C4918,I2543,SERVENTE,H,0.3467,17.14,5.942438
474,C4918,I0109,AREIA MEDIA,M3,0.0568,67.5,3.834
475,C4918,I2403,PÓ DE PEDRA,M3,0.0109,60.46,0.659014
476,C4918,I9396,"BLOQUETE/PISO INTERTRAVADO DE CONCRETO - MODELO RETANGULAR/TIJOLINHO/PAVER/HOLANDES/PARALELEPIPEDO, 20 CM X 10 CM, E = 10 CM, RESISTENCIA DE 35 MPA (NBR 9781), COR NATURAL",M2,1.003,46.21,46.34862999999999
477,C4915,C4915,"PROJETOR EM ALUMÍNIO, C/ LÂMPADA DE VAPOR METÁLICO DE 250W, S/FOTOCÉLULA", UN,,,
478,C4915,I0042,AJUDANTE DE ELETRICISTA,H,2,18.63,37.26
479,C4915,I2312,ELETRICISTA,H,2,23.17,46.34
480,C4915,I1486,LÂMPADA VAPOR METÁLICO DE  250W/220V,UN,1,60.89,60.89
481,C4915,I9475,"REATOR PARA LÂMPADA VAPOR METÁLICO/VAPOR DE MERCÚRIO, COM CAPACITOR/IGNITOR DE 250W",UN,1,99.99,99.99
482,C4915,I9487,"PROJETOR EM ALUMÍNIO, LONGO ALCANCE, P/LÂMPADA DE 150W ATÉ 400W",UN,1,74.15,74.15
483,C4916,C4916,"PISO INTERTRAVADO TIPO TIJOLINHO (20X10X6)CM 35MPA, COLORIDO"," COMPACTAÇÃO MECANIZADA
 ",,,
484,C4916,I0612,COMPACTADOR DE PLACA VIBRATÓRIA HP 7 (CHI),H,0.0757,29.57069825,2.238501857525
485,C4916,I0725,COMPACTADOR DE PLACA VIBRATÓRIA HP 7 (CHP),H,0.0041,44.274864916666665,0.18152694615833334
486,C4916,I0445,CALCETEIRO,H,0.1595,23.17,3.695615
487,C4916,I2543,SERVENTE,H,0.1595,17.14,2.73383
488,C4916,I0109,AREIA MEDIA,M3,0.0568,67.5,3.834
489,C4916,I2403,PÓ DE PEDRA,M3,0.0065,60.46,0.39299
490,C4916,I9379,"BLOQUETE/PISO INTERTRAVADO DE CONCRETO - MODELO RETANGULAR/TIJOLINHO/PAVER/HOLANDES/PARALELEPIPEDO, 20 CM X 10 CM, E = 6 CM, RESISTENCIA DE 35 MPA (NBR 9781), COLORIDO",M2,1.003,40.05,40.17014999999999
491,C4910,C4910,"CALHA EM CHAPA DE ALUMÍNIO LISA 22, ESP.=0,71MM, INCLUSO TRANSPORTE VERTICAL", M2,,,
492,C4910,I0632,GUINDASTE HIDRÁULICO SOBRE PNEUS HP 45 (CHI),H,0.0183,47.89816828,0.876536479524
493,C4910,I0746,GUINDASTE HIDRÁULICO SOBRE PNEUS HP 45 (CHP),H,0.0132,98.46786828,1.299775861296
494,C4910,I0037,AJUDANTE,H,0.9,18.63,16.767
495,C4910,I1530,MONTADOR,H,0.6,23.17,13.902
496,C4910,I2070,TELHADISTA,H,0.539,23.17,12.48863
497,C4910,I2543,SERVENTE,H,0.633,17.14,10.84962
498,C4910,I1728,"PREGO 18X27 (2.1/2"" X 10) (APROXIMADAMENTE 198UN/KG)",KG,0.025,13.8,0.34500000000000003
499,C4910,I1784,REBITES,KG,0.0049,58.29,0.285621
500,C4910,I1872,SOLDA 50X50,KG,0.18,82.73,14.891399999999999
501,C4910,I6804,MASTIQUE ELASTICO A BASE DE POLIURETANO NA COR CINZA - UNIPLAC 400ml,UN,0.16,138.18,22.108800000000002
502,C4910,I9375,"CHAPA DE ALUMÍNIO LISA 22, DIMENSÕES 2,0X1,0M, ESP. = 0,80MM (2,16KG/M2)",KG,2.035,28.53,58.058550000000004
503,C4919,C4919,"LIMPEZA MECANIZADA DE TERRENO COM REMOCAO DE CAMADA VEGETAL, UTILIZANDO TRATOR DE ESTEIRAS", M2,,,
504,C4919,I0779,TRATOR DE ESTEIRAS C/LÂMINA E ESC. HP 155 (CHP),H,0.0006,242.4360826764706,0.14546164960588234
505,C4919,I2543,SERVENTE,H,0.003,17.14,0.05142
506,C4900,C4900,IDENTIFICAÇÃO E RETIRDA DO BY-PASS E APLICAÇÃO DO TERMO DE OCORRÊNCIA,PASS E APLICAÇÃO DO TERMO DE OCORRÊNCIA ,,,
507,C4900,I0592,CAMINHONETE SAVEIRO (CHI),H,1.12,24.12877195,27.024224584000002
508,C4900,I0700,CAMINHONETE SAVEIRO (CHP),H,0.48,77.17543861666667,37.044210536
509,C4900,I9050,KIT GEOFONE ELETRÔNICO C/ FILTROS (CHP),H,1.6,9.107584747474748,14.572135595959596
510,C4900,I0043,AJUDANTE DE ENCANADOR,H,1.6,18.63,29.808000000000003
511,C4900,I0021,ADESIVO 90ML,UN,0.0364,5,0.182
512,C4900,I0488,"CAP PVC ROSCAVEL DE  3/4""",UN,0.3182,1.78,0.566396
513,C4900,I0884,COTOVELO PVC SOLDAVEL DE 25MM,UN,0.1818,0.59,0.107262
514,C4900,I1444,LUVA PVC ROSCAVEL DE 3/4'',UN,0.5455,1.86,1.01463
515,C4900,I1972,TE PVC SOLDAVEL 25MM,UN,0.2727,1,0.2727
516,C4900,I2200,TUBO PVC SOLDÁVEL DE 25MM (3/4'),M,0.1636,2.99,0.489164
517,C4900,I2201,TUBO PVC SOLDÁVEL DE 32MM (1'),M,0.0545,6.71,0.365695
518,C4900,I2297,CURVA PVC SOLDÁVEL 25 MM,UN,0.1818,2.47,0.449046
519,C4900,I2344,"FITA VEDA ROSCA 25M x 3/4""",UN,0.0909,6.89,0.626301
520,C4900,I2899,"ADAPTADOR PARA POLIETILENO 20 x 3/4""",UN,0.2727,2.14,0.583578
521,C4900,I2961,TUBO DE POLIETILENO PE-5 20 (NBR-8417),M,0.4545,2.69,1.222605
522,C4900,I8243,JOELHO 45 PVC SOLDÁVEL D= 25mm,UN,0.2727,1.2,0.32724
523,C4900,I8973,"ALUGUEL DE EQUIPAMENTO PARA COLETA DE DADOS, DO TIPO ""TABLET"", COM SISTEMA OPERACIONAL ANDROID 4.2 OU VERSÃO SUPERIOR",H,1.6,0.49,0.784
524,C4900,I8974,PLANO DE SERVIÇO INTERNET PARA USO DO TABLET,H,1.6,0.26,0.41600000000000004
525,C1915,C1915,-,-,0.12,47.1783,5.661396
526,C4901,C4901,IDENTIFICAÇÃO E SUPRESSÃO DE LIGAÇÃO CLANDESTINA E APLICAÇÃO DO TERMO DE OCORRÊNCIA, TO ,,,
527,C4901,I0592,CAMINHONETE SAVEIRO (CHI),H,1.12,24.12877195,27.024224584000002
528,C4901,I0700,CAMINHONETE SAVEIRO (CHP),H,0.48,77.17543861666667,37.044210536
529,C4901,I9050,KIT GEOFONE ELETRÔNICO C/ FILTROS (CHP),H,1.6,9.107584747474748,14.572135595959596
530,C4901,I0043,AJUDANTE DE ENCANADOR,H,1.6,18.63,29.808000000000003
531,C4901,I2344,"FITA VEDA ROSCA 25M x 3/4""",UN,0.0909,6.89,0.626301
532,C4901,I2401,"PLUG PVC COM ROSCA DE 3/4""",UN,1,0.66,0.66
533,C4901,I8973,"ALUGUEL DE EQUIPAMENTO PARA COLETA DE DADOS, DO TIPO ""TABLET"", COM SISTEMA OPERACIONAL ANDROID 4.2 OU VERSÃO SUPERIOR",H,1.6,0.49,0.784
534,C4901,I8974,PLANO DE SERVIÇO INTERNET PARA USO DO TABLET,H,1.6,0.26,0.41600000000000004
535,C4902,C4902,"IDENTIFICAÇÃO DE VIOLAÇÃO DO HIDRÔMETRO OU DO LACRE DO HIDROMETRO, SUBSTITUIÇÃO DO HIDROMETRO VIOLADO E APLIAÇÃO DO TERMO DE OCORRÊNCIA", TO ,,,
536,C4902,I8969,MOTO COM MOTOQUEIRO ENCANADOR(CHP),H,0.28,29.35810914,8.220270559200001
537,C4902,I8970,MOTO COM MOTOQUEIRO ENCANADOR (CHI),H,0.12,21.86003714,2.6232044568
538,C4902,I2344,"FITA VEDA ROSCA 25M x 3/4""",UN,0.0227,6.89,0.15640300000000001
539,C4902,I8973,"ALUGUEL DE EQUIPAMENTO PARA COLETA DE DADOS, DO TIPO ""TABLET"", COM SISTEMA OPERACIONAL ANDROID 4.2 OU VERSÃO SUPERIOR",H,0.28,0.49,0.13720000000000002
540,C4902,I8974,PLANO DE SERVIÇO INTERNET PARA USO DO TABLET,H,0.28,0.26,0.0728
541,C4902,I8976,SELO DE SEGURANÇA TRAVA NIFTY - LOK-AZUL 70CM PARA CORTE DE ÁGUA,UN,1,2.43,2.43
542,C4902,I9374,GUARNIÇÃO DN 20 MM P/ TUBETE,UN,2,0.25,0.5
543,C4903,C4903,"IDENTIFICAÇÃO DE VIOLAÇÃO DO LACRE DA LIGAÇÃO, RECOLOCAÇÃO DO LACRE NA  LIGAÇÃO E APLICAÇÃO DO TERMO DE OCORRÊNCIA", TO ,,,
544,C4903,I8969,MOTO COM MOTOQUEIRO ENCANADOR(CHP),H,0.224,29.35810914,6.57621644736
545,C4903,I8970,MOTO COM MOTOQUEIRO ENCANADOR (CHI),H,0.1,21.86003714,2.186003714
546,C4903,I8973,"ALUGUEL DE EQUIPAMENTO PARA COLETA DE DADOS, DO TIPO ""TABLET"", COM SISTEMA OPERACIONAL ANDROID 4.2 OU VERSÃO SUPERIOR",H,0.22,0.49,0.1078
547,C4903,I8974,PLANO DE SERVIÇO INTERNET PARA USO DO TABLET,H,0.22,0.26,0.0572
548,C4903,I8976,SELO DE SEGURANÇA TRAVA NIFTY - LOK-AZUL 70CM PARA CORTE DE ÁGUA,UN,1,2.43,2.43
549,C4904,C4904,"IDENTIFICAÇÃO DE HIDRÔMETRO INVERTIDO, DESCONCECTADO OU RETIRADO, ADEQUAÇÃO DO HIDRÔMETRO E APLICAÇÃO DO TERMO DE OCORRÊNCIA", TO ,,,
550,C4904,I8969,MOTO COM MOTOQUEIRO ENCANADOR(CHP),H,0.28,29.35810914,8.220270559200001
551,C4904,I8970,MOTO COM MOTOQUEIRO ENCANADOR (CHI),H,0.12,21.86003714,2.6232044568
552,C4904,I2344,"FITA VEDA ROSCA 25M x 3/4""",UN,0.0227,6.89,0.15640300000000001
553,C4904,I8973,"ALUGUEL DE EQUIPAMENTO PARA COLETA DE DADOS, DO TIPO ""TABLET"", COM SISTEMA OPERACIONAL ANDROID 4.2 OU VERSÃO SUPERIOR",H,0.28,0.49,0.13720000000000002
554,C4904,I8974,PLANO DE SERVIÇO INTERNET PARA USO DO TABLET,H,0.28,0.26,0.0728
555,C4904,I8976,SELO DE SEGURANÇA TRAVA NIFTY - LOK-AZUL 70CM PARA CORTE DE ÁGUA,UN,1,2.43,2.43
556,C4904,I9374,GUARNIÇÃO DN 20 MM P/ TUBETE,UN,2,0.25,0.5
557,C4905,C4905,"IDENTIFICAÇÃO DE DERIVAÇÃO DO RAMAL PREDIAL DE ÁGUA, REMOÇÃO DA DERIVAÇÃO E APLICAÇÃO DO TERMO DE OCORRÊNCIA", TO ,,,
558,C4905,I8969,MOTO COM MOTOQUEIRO ENCANADOR(CHP),H,0.3733,29.35810914,10.959382141962001
559,C4905,I8970,MOTO COM MOTOQUEIRO ENCANADOR (CHI),H,0.16,21.86003714,3.4976059424
560,C4905,I8973,"ALUGUEL DE EQUIPAMENTO PARA COLETA DE DADOS, DO TIPO ""TABLET"", COM SISTEMA OPERACIONAL ANDROID 4.2 OU VERSÃO SUPERIOR",H,0.37,0.49,0.1813
561,C4905,I8974,PLANO DE SERVIÇO INTERNET PARA USO DO TABLET,H,0.37,0.26,0.0962
562,C1915,C1915,-,-,0.12,47.1783,5.661396
563,C4906,C4906,"IDENTIFICAÇÃO DE RELIGAÇÃO CLANDESTINA, REGULARIZAÇÃO DA LIGAÇÃO E APLICAÇÃO DO TERMO DE OCORRÊNCIA", TO ,,,
564,C4906,I8969,MOTO COM MOTOQUEIRO ENCANADOR(CHP),H,0.3733,29.35810914,10.959382141962001
565,C4906,I8970,MOTO COM MOTOQUEIRO ENCANADOR (CHI),H,0.16,21.86003714,3.4976059424
566,C4906,I8973,"ALUGUEL DE EQUIPAMENTO PARA COLETA DE DADOS, DO TIPO ""TABLET"", COM SISTEMA OPERACIONAL ANDROID 4.2 OU VERSÃO SUPERIOR",H,0.37,0.49,0.1813
567,C4906,I8974,PLANO DE SERVIÇO INTERNET PARA USO DO TABLET,H,0.37,0.26,0.0962
568,C1915,C1915,-,-,0.12,47.1783,5.661396
569,C4907,C4907,ADICIONAL PARA ABERTURA DE BOLETIM DE OCORRÊNCIA POLICIAL, UN,,,
570,C4907,I8969,MOTO COM MOTOQUEIRO ENCANADOR(CHP),H,0.24,29.35810914,7.0459461936
571,C4907,I8970,MOTO COM MOTOQUEIRO ENCANADOR (CHI),H,0.56,21.86003714,12.241620798400001
572,C4909,C4909,DESLOCAMENTO DE MOTO PARA REGULARIZAÇÃO DA FRAUDE NÃO EFETIVADA, UN,,,
573,C4909,I8969,MOTO COM MOTOQUEIRO ENCANADOR(CHP),H,0.08,29.35810914,2.3486487312
574,C4909,I8970,MOTO COM MOTOQUEIRO ENCANADOR (CHI),H,0.19,21.86003714,4.1534070566
575,C4909,I0043,AJUDANTE DE ENCANADOR,H,0.2667,18.63,4.968621
