Código,Descrição,Unidade,Preço unitário
C2789,ESCAVAÇÃO MECÂNICA SOLO DE 1A CAT. PROF. ATÉ 2.00m,M3,7.78
C2790,ESCAVAÇÃO MECÂNICA SOLO DE 1A CAT. PROF. DE 2.01 a 4.00m,M3,10.27
C2791,ESCAVAÇÃO MECÂNICA SOLO DE 1A CAT. PROF. DE 4.01 a 6.00m,M3,13.39
C2792,ESCAVAÇÃO MECÂNICA SOLO DE 1A CAT. PROF. DE 6.01 a 8.00m,M3,40.24
C2796,ESCAVAÇÃO MECÂNICA SOLO DE 2A.CAT. PROF. ATÉ 2.00m,M3,18.45
C2793,ESCAVAÇÃO MECÂNICA SOLO DE 2A CAT. PROF. DE 2.01 a 4.00m,M3,26.69
C2794,ESCAVAÇÃO MECÂNICA SOLO DE 2A CAT. PROF. DE 4.01 a 6.00m,M3,33.67
C2795,ESCAVAÇÃO MECÂNICA SOLO DE 2A. CAT. PROF. DE 6.01 a 8.00m,M3,62.05
C3474,TRAVESSIA MÉTODO NÃO DESTRUTIVO P/ TUBO ATÉ DN 100 (COMPLETO),M,1414.09
C3475,TRAVESSIA MÉTODO NÃO DESTRUTIVO P/ TUBO 100<DN<=200 (COMPLETO),M,1914.48
C3476,TRAVESSIA MÉTODO NÃO DESTRUTIVO P/ TUBO 200<DN<=300 (COMPLETO),M,2313.74
C4218,TRAVESSIA MÉTODO NÃO DESTRUTIVO P/ TUBO 300<DN<=500 (COMPLETO),M,3754.43
C0095,APILOAMENTO DE PISO OU FUNDO DE VALAS C/MAÇO DE 30 A 60 KG,M2,29.14
C0328,"ATERRO C/COMPACTAÇÃO MECÂNICA E CONTROLE, MAT. DE AQUISIÇÃO",M3,91.33
C0329,"ATERRO C/COMPACTAÇÃO MECÂNICA E CONTROLE, MAT. PRODUZIDO (S/TRANSP.)",M3,28.82
C0330,"ATERRO C/COMPACTAÇÃO MANUAL S/CONTROLE, MAT. C/AQUISIÇÃO",M3,96.11
C0331,"ATERRO C/COMPACTAÇÃO MANUAL S/CONTROLE, MAT. PRODUZIDO (S/TRANSP.)",M3,33.59
C4814,"ATERRO COM PÓ DE PEDRA, ESPALHAMENTO E COMPACTAÇÃO MECÂNICA, C/ CONTROLE, MAT. DE AQUISIÇÃO",M3,85.82
C3145,COMPACTAÇÃO DE ATERROS  95% P.N,M3,3.68
C3146,COMPACTAÇÃO DE ATERROS 100% P.N,M3,3.78
C4665,COMPACTAÇÃO DE ATERROS 95% P.I. P/ OBRAS AEROPORTUÁRIAS,M3,3.98
C4666,COMPACTAÇÃO DE ATERROS 100% P.I. P/ OBRAS AEROPORTUÁRIAS,M3,4.34
C4667,COMPACTAÇÃO DE ATERROS 95% P.M. P/ OBRAS AEROPORTUÁRIAS,M3,4.44
C4668,COMPACTAÇÃO DE ATERROS 100% P.M. P/ OBRAS AEROPORTUÁRIAS,M3,4.54
C0821,COMPACTAÇÃO MECÂNICA DE CALÇAMENTO C/COMPACTADOR TIPO SAPO,M2,1.86
C0822,COMPACTAÇÃO MECÂNICA DO CALÇAMENTO C/ ROLO LISO,M2,0.96
C0928,CORTE E ATERRO COMPENSADO S/CONTROLE DO GRAU DE COMPACTAÇÃO,M3,7.79
C0930,CORTE MANUAL EM TERRA,M3,51.42
C3214,ESPALHAMENTO E ADENSAMENTO DE AREIA,M3,9.75
C2989,ESPALHAMENTO MECÂNICO DE SOLO EM BOTA FORA,M3,1.52
C3530,"MUTIRÃO MISTO - ATERRO COM COMPACTAÇÃO MANUAL S/CONTROLE, MAT. C/AQUISIÇÃO",M3,66.97
C2921,"REATERRO C/COMPACTAÇÃO MANUAL S/CONTROLE, MATERIAL DA VALA",M3,29.14
C2920,"REATERRO C/COMPACTAÇÃO MECÂNICA, E CONTROLE, MATERIAL DA VALA",M3,24.37
C0717,"CARGA, DESCARGA E TRANSP. DE TUBOS E CONEXÕES EM MBV DN 100mm ATÉ 15km",M,1.29
C0711,"CARGA, DESCARGA E TRANSP. DE TUBOS E CONEXÕES EM MBV DN 150mm ATÉ 15km",M,1.83
C0712,"CARGA, DESCARGA E TRANSP. DE TUBOS E CONEXÕES EM MBV DN 200mm ATÉ 15km",M,2.61
C0713,"CARGA, DESCARGA E TRANSP. DE TUBOS E CONEXÕES EM MBV DN 250mm ATÉ 15km",M,4.57
C0714,"CARGA, DESCARGA E TRANSP. DE TUBOS E CONEXÕES EM MBV DN 300mm ATÉ 15km",M,5.61
C0715,"CARGA, DESCARGA E TRANSP. DE TUBOS E CONEXÕES EM MBV DN 350mm ATÉ 15km",M,9.2
C0716,"CARGA, DESCARGA E TRANSP. DE TUBOS E CONEXÕES EM MBV DN 400mm ATÉ 15km",M,13.45
C4672,CARGA E DESCARGA DE TUBOS CORRUGADOS DE DUPLA PAREDE E CONEXÕES EM PEAD,M,43.54
C0703,CARGA E DESCARGA DE TUBOS DE CONCRETO,T,58.51
C0704,CARGA E DESCARGA DE TUBOS E CONEXÕES EM AÇO,T,43.89
C0705,CARGA E DESCARGA DE TUBOS E CONEXÕES EM FoFo,T,51.2
C0727,"CARGA, TRANSPORTE E DESCARGA DE TUBOS E PEÇAS EM PVC DN 50mm ATÉ 15km",M,0.34
C0728,"CARGA, TRANSPORTE E DESCARGA DE TUBOS E PEÇAS EM PVC DN 75mm ATÉ 15km",M,0.52
C0718,"CARGA, TRANSPORTE E DESCARGA DE TUBOS E PEÇAS EM PVC DN 100mm ATÉ 15km",M,0.57
C0719,"CARGA, TRANSPORTE E DESCARGA DE TUBOS E PEÇAS EM PVC DN 150mm ATÉ 15km",M,0.87
C0720,"CARGA, TRANSPORTE E DESCARGA DE TUBOS E PEÇAS EM PVC DN 200mm ATÉ 15km",M,1.15
C0721,"CARGA, TRANSPORTE E DESCARGA DE TUBOS E PEÇAS EM PVC DN 250mm ATÉ 15km",M,1.44
C0722,"CARGA, TRANSPORTE E DESCARGA DE TUBOS E PEÇAS EM PVC DN 300mm ATÉ 15km",M,1.71
C0723,"CARGA, TRANSPORTE E DESCARGA DE TUBOS E PEÇAS EM PVC DN 350mm ATÉ 15km",M,2.02
C0724,"CARGA, TRANSPORTE E DESCARGA DE TUBOS E PEÇAS EM PVC DN 400mm ATÉ 15km",M,2.3
C0725,"CARGA, TRANSPORTE E DESCARGA DE TUBOS E PEÇAS EM PVC DN 450mm ATÉ 15km",M,2.66
C0726,"CARGA, TRANSPORTE E DESCARGA DE TUBOS E PEÇAS EM PVC DN 500mm ATÉ 15km",M,2.96
C2980,"TRANSPORTE DE TUBOS E CONEXÕES DE FoFo, AÇO OU CONCRETO",T,37.6
C3160,DESMATAMENTO DE JAZIDA,M2,0.37
C3161,DESMATAMENTO DESTOCAMENTO DE ÁRVORE E LIMPEZA,M2,0.24
C3211,ESCAVAÇÃO E CARGA DE MATERIAL DE JAZIDA,M3,4.21
C3218,EXPURGO DE JAZIDA,M3,3.22
C3319,NIVELAMENTO DE FUNDO DE VALAS,M2,6.6
C2990,REGULARIZAÇÃO DE TALUDES,M2,0.24
C0083,ANDAIME METÁLICO DE ENCAIXE P/FACHADAS-LOCAÇÃO MENSAL,M2,6.46
C0084,ANDAIME P/1 M3 DE CONCRETO ARMADO,UN,19.95
C0086,ANDAIME P/ALVENARIA DE 1/2 TIJOLO,M2,3.77
C0085,ANDAIME P/ALVENARIA DE 1 TIJOLO,M2,9.83
C0087,ANDAIME P/REVESTIMENTO DE FORROS,M2,8.65
C0088,ANDAIME PRINCIPAL VERTICAL INCLUSIVE DEMOLIÇÃO,M2,47.65
C3352,ANDAIME SUSPENSO E PLATAFORMA DE MADEIRA,M2,41.78
C0364,"BANDEJA SALVA-VIDAS C/TÁBUAS DE 1""x12"" DE 2ª",M,283.09
C3320,CIMBRAMENTO DE MADEIRA,M3,39.36
C1236,ENCAIXOTAMENTO DE EDIFICAÇÕES,M2,99.79
C1246,"ENTELAMENTO DE EDIFICAÇÕES C/PASSARELA DE TÁBUAS DE 1""x12"" DE 2º",M2,281.17
C2804,ESCORAMENTO DE ÁRVORES,UN,117.25
C2803,ESCORAMENTO DE POSTES,UN,545
C3351,ESCORAMENTO P/ OBRAS D'ARTES CORRENTES,M3,61.2
C3081,ESCORAMENTO TUBULAR TIPO CONVENCIONAL,M3,37.58
C1274,ESCORAMENTO DE PROTEÇÃO EM EDIFICAÇÕES VIZINHAS,M2,181.62
C4166,ESTRUTURA DE SUSTENTAÇÃO EM VIGAS TRELIÇADAS E TABLADO DE MADEIRA,M2,238.39
C3466,EXECUÇÃO DE ESTRUTURA METÁLICA P/ IÇAMENTO D0 RESERVATÓRIO,KG,15.52
C4766,"LOCAÇÃO DE CUBETAS (61X61)CM H=21CM, PARA LAJE NERVURADA - FORNECIMENTO",M2XMÊS,21.22
C4125,LOCAÇÃO MENSAL DE ANDAIME METÁLICO,M3,6.93
C3470,LOCAÇÃO MENSAL DE CIMBRAMENTO METÁLICO,M3,26.44
C1271,LOCAÇÃO MENSAL DE ESCORA METÁLICA P/VIGAS/LAJES,M2,4.2
C4129,LOCAÇÃO MENSAL DE ESCORAMENTO TUBULAR,M3,13.05
C4782,LOCAÇÃO MENSAL PARA ESCORAMENTO E CIMBRAMENTO P/ LAJES NERVURADAS,M2XMÊS,11.17
C3468,MONTAGEM E DESMONTAGEM DE ESTRUTURA METÁLICA P/ IÇAMENTO,KG,7.52
C4754,"PLATAFORMA EM TÁBUAS DE PINHO, INCLUSIVE MOVIMENTAÇÃO (UTIL. 6X)                                   
",M,3.9
C2154,REFORMA DE ANDAIME EXTERNO ATÉ 3 ANDARES,M2,5.97
C2155,REFORMA DE ANDAIME EXTERNO MAIOR QUE 3 ANDARES,M2,11.19
C2967,SUSTENTAÇÃO DE TUBULAÇÕES EXISTENTES - MADEIRA,M3,2060.75
C2968,SUSTENTAÇÃO DE TUBULAÇÕES EXISTENTES - METÁLICA,KG,1.1
C1272,ESCORAMENTO COMUM DE VALAS TIPO CONTÍNUO C/PRANCHAS PEROBA,M2,110.36
C2798,ESCORAMENTO CONTÍNUO COM CHAPA COMPENSADA DE 12mm,M2,19.41
C1273,ESCORAMENTO CONTÍNUO P/GALERIA MOLDADA,M2,89.51
C2805,ESCORAMENTO DESCONTÍNUO COM PRANCHAS DE MADEIRA,M2,32.11
C5178,"ESCORAMENTO CONTÍNUO DE VALAS C/BLINDADOS METÁLICOS DE 2,00M",M2,35.7
C5179,"ESCORAMENTO CONTÍNUO DE VALAS C/BLINDADOS METÁLICOS DE 4,00M",M2,38.25
C5180,"ESCORAMENTO CONTÍNUO DE VALAS C/BLINDADOS METÁLICOS DE 6,00M",M2,44.58
C2799,ESCORAMENTO CONTÍNUO DE VALAS C/PRANCHAS METÁLICAS DE 2.00M,M2,29.83
C2800,ESCORAMENTO CONTÍNUO DE VALAS C/PRANCHAS METÁLICAS DE 3.00M,M2,44.51
C2801,ESCORAMENTO CONTÍNUO DE VALAS C/PRANCHAS METÁLICAS DE 4.00M,M2,55.31
C2802,ESCORAMENTO CONTÍNUO DE VALAS C/PRANCHAS METÁLICAS DE 6.00M,M2,82.32
C1355,EXECUÇÃO DE BASE DA CAÇAMBA E INSTALAÇÃO DO GUINCHO,UN,3873.26
C2508,TORRE PARA GUINCHO,M,313.74
C3129,AREIA DE CAMPO - EXTRAÇÃO,M3,4.05
C3130,AREIA DE RIO - EXTRAÇÃO,M3,7.7
C3139,BRITA PRODUZIDA PARA BASES,M3,78.07
C3252,BRITA PRODUZIDA PARA REVESTIMENTOS BETUMINOSOS,M3,90.45
C3253,BRITA PRODUZIDA PARA USOS DIVERSOS,M3,83.82
C3227,PEDRA DE MÃO/POLIÉDRICA,M3,38.54
C3235,ROCHA PARA BRITAGEM,M3,38.54
C2860,LASTRO DE AREIA ADQUIRIDA,M3,108.21
C2861,LASTRO DE AREIA EXTRAIDA (S/ TRANSPORTE),M3,26.94
C2862,LASTRO DE BRITA,M3,121.9
C1605,LASTRO DE BRITA  APILOADO MANUALMENTE,M3,134.28
C1606,"LASTRO DE BRITA ESP.= 10CM, P/CAIXA EM ALVENARIA",M3,108.57
C1607,LASTRO DE CONCRETO IMPERMEABILIZADO E=6CM,M2,49.77
C1608,LASTRO DE CONCRETO IMPERMEABILIZADO E=8CM,M2,71.69
C1609,LASTRO DE CONCRETO INCLUINDO PREPARO E LANÇAMENTO,M3,557.79
C1611,LASTRO DE CONCRETO REGULARIZADO ESP.= 5CM,M2,40.75
C2863,LASTRO DE PEDRA DE MÃO,M3,128.73
C2864,LASTRO DE PÓ DE PEDRA,M3,91.81
C3315,USINAGEM DE MISTURAS BETUMINOSAS A FRIO,M3,19.31
C3316,USINAGEM DE MISTURAS BETUMINOSAS A QUENTE,M3,63.87
C3244,USINAGEM DE MISTURAS DE AGREGADOS,M3,14.76
C2540,TRANSPORTE VERTICAL DE MATERIAIS A GRANEL P/ A 2a. LAJE,M3,21.88
C2541,TRANSPORTE VERTICAL DE MATERIAIS A GRANEL P/ A 5a. LAJE,M3,23.1
C2525,TRANSPORTE C/GUINDASTE DE TORRE CAP. 1200KG,CICLO,7.45
C2526,TRANSPORTE C/GUINDASTE ESTACIONÁRIO CAP. 1100KG,CICLO,6.4
C2528,TRANSPORTE C/GUINDASTE SOBRE TRILHO CAP. 1100KG,CICLO,14.36
C2527,TRANSPORTE C/GUINDASTE SOBRE TRILHO CAP. 1200KG,CICLO,25.92
C1278,ESGOTAMENTO C/BOMBA ELÉTRICA DE IMERSÃO 1KW ATÉ 8M,M3,0.04
C1277,ESGOTAMENTO C/BOMBA ELÉTRICA DE IMERSÃO  2.7KW ATÉ 8M,M3,0.04
C2806,"ESGOTAMENTO COM CONJUNTO MOTO-BOMBA DE 20m3/h, H=6m.c.a",H,5.4
C2807,"ESGOTAMENTO COM CUNJUNTO MOTO-BOMBA DE 20m3/h, H=10m.c.a",H,5.4
C2924,REBAIXAMENTO DE LENÇOL FREÁTICO EM ÁREAS,PTxDIA,19.15
C2922,REBAIXAMENTO DE LENÇOL FREÁTICO EM ÁREAS (POÇOS DE VISITA),PTxDIA,31.1
C2923,REBAIXAMENTO DE LENÇOL FREÁTICO EM VALAS,M,35.14
C0109,"AQUISIÇÃO, ASSENT. E REJUNT. DE TUBO DE CONCRETO SIMPLES D=30cm",M,57.5
C0110,"AQUISIÇÃO, ASSENT. E REJUNT. DE TUBO DE CONCRETO SIMPLES D=40cm",M,78.36
C0105,"AQUISIÇÃO, ASSENT. E REJUNT. DE TUBO DE CONCRETO ARMADO D= 60cm",M,152.83
C0108,"AQUISIÇÃO, ASSENT. E REJUNT. DE TUBO DE CONCRETO ARMADO D=80cm",M,249.24
C0104,"AQUISIÇÃO, ASSENT. E REJUNT. DE TUBO DE CONCRETO ARMADO D= 100cm",M,311.36
C4325,"AQUISIÇÃO, ASSENT. E REJUNT. DE TUBO DE CONCRETO ARMADO D=100 cm, SOBRE BERÇO DE CONCRETO MOLDADO ""IN LOCO"", FCK > 10MPa",M,616.63
C0106,"AQUISIÇÃO, ASSENT. E REJUNT. DE TUBO DE CONCRETO ARMADO D=120cm",M,464.99
C0107,"AQUISIÇÃO, ASSENT. E REJUNT. DE TUBO DE CONCRETO ARMADO D=150cm",M,683.91
C4673,"AQUISIÇÃO E ASSENTAMENTO DE TUBO CORRUGADO DE DUPLA PAREDE PEAD D=37,5cm",M,167.88
C4674,"AQUISIÇÃO E ASSENTAMENTO DE TUBO CORRUGADO DE DUPLA PAREDE PEAD D=45,0cm",M,246.9
C4675,"AQUISIÇÃO E ASSENTAMENTO DE TUBO CORRUGADO DE DUPLA PAREDE PEAD D=60,0cm",M,442.17
C4676,"AQUISIÇÃO E ASSENTAMENTO DE TUBO CORRUGADO DE DUPLA PAREDE PEAD D=75,0cm",M,639.66
C4677,"AQUISIÇÃO E ASSENTAMENTO DE TUBO CORRUGADO DE DUPLA PAREDE PEAD D=90,0cm",M,734.4
C4678,"AQUISIÇÃO E ASSENTAMENTO DE TUBO CORRUGADO DE DUPLA PAREDE PEAD D=105,0cm",M,1079.83
C4679,"AQUISIÇÃO E ASSENTAMENTO DE TUBO CORRUGADO DE DUPLA PAREDE PEAD D=120,0cm",M,1414.65
C0424,BOCA DE BUEIRO SIMPLES TUBULAR  D= 80cm,UN,1617.43
C0423,BOCA DE BUEIRO SIMPLES TUBULAR  D= 100cm,UN,2137.56
C0406,BOCA DE BUEIRO DUPLO TUBULAR    D= 80cm,UN,2669.24
C0407,BOCA DE BUEIRO DUPLO TUBULAR    D=100cm,UN,3355.09
C0440,BOCA DE BUEIRO TRIPLO TUBULAR   D=100cm,UN,4572.62
C0408,BOCA DE BUEIRO SIMPLES CAPEADO  (1.00 X 1.00m),UN,1870.99
C0409,BOCA DE BUEIRO SIMPLES CAPEADO  (1.50 X 1.00m),UN,2270.7
C0410,BOCA DE BUEIRO SIMPLES CAPEADO  (1.50 X 1.50m),UN,3285.07
C0411,BOCA DE BUEIRO SIMPLES CAPEADO  (2.00 X 1.00m),UN,2610.27
C0412,BOCA DE BUEIRO SIMPLES CAPEADO  (2.00 X 1.50m),UN,3628.98
C0413,BOCA DE BUEIRO SIMPLES CAPEADO  (2.00 X 2.00m),UN,4859.53
C0414,BOCA DE BUEIRO SIMPLES CAPEADO  (2.50 X 1.00m),UN,2945.84
C0415,BOCA DE BUEIRO SIMPLES CAPEADO  (2.50 X 1.50m),UN,4024.03
C0416,BOCA DE BUEIRO SIMPLES CAPEADO  (2.50 X 2.00m),UN,5455.88
C0417,BOCA DE BUEIRO SIMPLES CAPEADO  (2.50 X 2.50m),UN,6980.31
C0418,BOCA DE BUEIRO SIMPLES CAPEADO  (3.00 X 1.00m),UN,3287.98
C0419,BOCA DE BUEIRO SIMPLES CAPEADO  (3.00 X 1.50m),UN,4612.46
C0420,BOCA DE BUEIRO SIMPLES CAPEADO  (3.00 X 2.00m),UN,5993.22
C0421,BOCA DE BUEIRO SIMPLES CAPEADO  (3.00 X 2.50m),UN,7588.21
C0422,BOCA DE BUEIRO SIMPLES CAPEADO  (3.00 X 3.00m),UN,9397.42
C0391,BOCA DE BUEIRO DUPLO CAPEADO    (1.00 X 1.00m),UN,2677.09
C0392,BOCA DE BUEIRO DUPLO CAPEADO    (1.50 X 1.00m),UN,3399.23
C0393,BOCA DE BUEIRO DUPLO CAPEADO    (1.50 X 1.50m),UN,4675.98
C0394,BOCA DE BUEIRO DUPLO CAPEADO    (2.00 X 1.00m),UN,4035.58
C0395,BOCA DE BUEIRO DUPLO CAPEADO    (2.00 X 1.50m),UN,5327.94
C0396,BOCA DE BUEIRO DUPLO CAPEADO    (2.00 X 2.00m),UN,6835.56
C0397,BOCA DE BUEIRO DUPLO CAPEADO    (2.50 X 1.00m),UN,4647.54
C0398,BOCA DE BUEIRO DUPLO CAPEADO    (2.50 X 1.50m),UN,6046.08
C0399,BOCA DE BUEIRO DUPLO CAPEADO    (2.50 X 2.00m),UN,7890.02
C0400,BOCA DE BUEIRO DUPLO CAPEADO    (2.50 X 2.50m),UN,9749.85
C0401,BOCA DE BUEIRO DUPLO CAPEADO    (3.00 X 1.00m),UN,5275.18
C0402,BOCA DE BUEIRO DUPLO CAPEADO    (3.00 X 1.50m),UN,7081.73
C0403,BOCA DE BUEIRO DUPLO CAPEADO    (3.00 X 2.00m),UN,8849.19
C0404,BOCA DE BUEIRO DUPLO CAPEADO    (3.00 X 2.50m),UN,10830.87
C0405,BOCA DE BUEIRO DUPLO CAPEADO    (3.00 X 3.00m),UN,13026.77
C0425,BOCA DE BUEIRO TRIPLO CAPEADO   (1.00 X 1.00m),UN,3482.94
C0426,BOCA DE BUEIRO TRIPLO CAPEADO   (1.50 X 1.00m),UN,4527.77
C0427,BOCA DE BUEIRO TRIPLO CAPEADO   (1.50 X 1.50m),UN,6067.13
C0428,BOCA DE BUEIRO TRIPLO CAPEADO   (2.00 X 1.00m),UN,5458.51
C0431,BOCA DE BUEIRO TRIPLO CAPEADO   (2.50 X 1.00m),UN,6348.85
C0429,BOCA DE BUEIRO TRIPLO CAPEADO   (2.00 X 1.50m),UN,7027.94
C0430,BOCA DE BUEIRO TRIPLO CAPEADO   (2.00 X 2.00m),UN,8811.2
C0432,BOCA DE BUEIRO TRIPLO CAPEADO   (2.50 X 1.50m),UN,8068.77
C0433,BOCA DE BUEIRO TRIPLO CAPEADO   (2.50 X 2.00m),UN,10324.4
C0434,BOCA DE BUEIRO TRIPLO CAPEADO   (2.50 X 2.50m),UN,12518.77
C0435,BOCA DE BUEIRO TRIPLO CAPEADO   (3.00 X 1.00m),UN,7262.38
C0436,BOCA DE BUEIRO TRIPLO CAPEADO   (3.00 X 1.50m),UN,9550.37
C0437,BOCA DE BUEIRO TRIPLO CAPEADO   (3.00 X 2.00m),UN,11704.53
C0438,BOCA DE BUEIRO TRIPLO CAPEADO   (3.00 X 2.50m),UN,14072.9
C0439,BOCA DE BUEIRO TRIPLO CAPEADO   (3.00 X 3.00m),UN,16655.49
C0919,CORPO DE BUEIRO SIMPLES TUBULAR  D= 80cm,M,426.27
C0920,CORPO DE BUEIRO SIMPLES TUBULAR  D=100cm,M,552.81
C0886,CORPO DE BUEIRO DUPLO TUBULAR   D=  80cm,M,795.24
C0887,CORPO DE BUEIRO DUPLO TUBULAR   D= 100cm,M,1034.69
C0918,CORPO DE BUEIRO TRIPLO TUBULAR  D= 100cm,M,1514.45
C0888,CORPO DE BUEIRO SIMPLES CAPEADO (1.00 X 1.00m),M,1467.05
C0889,CORPO DE BUEIRO SIMPLES CAPEADO (1.50 X 1.00m),M,1921.38
C0890,CORPO DE BUEIRO SIMPLES CAPEADO (1.50 X 1.50m),M,2403.23
C0891,CORPO DE BUEIRO SIMPLES CAPEADO (2.00 X 1.00m),M,2416.02
C0892,CORPO DE BUEIRO SIMPLES CAPEADO (2.00 X 1.50m),M,2841.99
C0893,CORPO DE BUEIRO SIMPLES CAPEADO (2.00 X 2.00m),M,3267.96
C0894,CORPO DE BUEIRO SIMPLES CAPEADO (2.50 X 1.00m),M,2743.35
C0895,CORPO DE BUEIRO SIMPLES CAPEADO (2.50 X 1.50m),M,3184.62
C0897,CORPO DE BUEIRO SIMPLES CAPEADO (2.50 X 2.50m),M,4335.94
C0896,CORPO DE BUEIRO SIMPLES CAPEADO (2.50 X 2.00m),M,3855.1
C0898,CORPO DE BUEIRO SIMPLES CAPEADO (3.00 X 1.00m),M,3136.65
C0899,CORPO DE BUEIRO SIMPLES CAPEADO (3.00 X 1.50m),M,3866.26
C0900,CORPO DE BUEIRO SIMPLES CAPEADO (3.00 X 2.00m),M,4382.19
C0901,CORPO DE BUEIRO SIMPLES CAPEADO (3.00 X 2.50m),M,4898.11
C0902,CORPO DE BUEIRO SIMPLES CAPEADO (3.00 X 3.00m),M,5414.04
C0872,CORPO DE BUEIRO DUPLO CAPEADO   (1.00 X 1.00m),M,2408.46
C0873,CORPO DE BUEIRO DUPLO CAPEADO   (1.50 X 1.00m),M,3245.89
C0874,CORPO DE BUEIRO DUPLO CAPEADO   (1.50 X 1.50m),M,3991.69
C0875,CORPO DE BUEIRO DUPLO CAPEADO   (2.00 X 1.00m),M,4199.57
C0876,CORPO DE BUEIRO DUPLO CAPEADO   (2.00 X 1.50m),M,4869.13
C0877,CORPO DE BUEIRO DUPLO CAPEADO   (2.00 X 2.00m),M,5538.69
C0878,CORPO DE BUEIRO DUPLO CAPEADO   (2.50 X 1.00m),M,4854.22
C0879,CORPO DE BUEIRO DUPLO CAPEADO   (2.50 X 1.50m),M,5554.38
C0880,CORPO DE BUEIRO DUPLO CAPEADO   (2.50 X 2.00m),M,6602.17
C0921,CORPO DE BUEIRO DUPLO CAPEADO   (2.50 X 2.50m),M,7361.68
C0881,CORPO DE BUEIRO DUPLO CAPEADO   (3.00 X 1.00m),M,5640.83
C0882,CORPO DE BUEIRO DUPLO CAPEADO   (3.00 X 1.50m),M,6781.14
C0883,CORPO DE BUEIRO DUPLO CAPEADO   (3.00 X 2.00m),M,7600.94
C0884,CORPO DE BUEIRO DUPLO CAPEADO   (3.00 X 2.50m),M,8420.73
C0885,CORPO DE BUEIRO DUPLO CAPEADO   (3.00 X 3.00m),M,9240.53
C0903,CORPO DE BUEIRO TRIPLO CAPEADO  (1.00 X 1.00m),M,3349.87
C0905,CORPO DE BUEIRO TRIPLO CAPEADO  (1.50 X 1.50m),M,5580.1
C0904,CORPO DE BUEIRO TRIPLO CAPEADO  (1.50 X 1.00m),M,4570.4
C0907,CORPO DE BUEIRO TRIPLO CAPEADO  (2.00 X 1.50m),M,6896.26
C0906,CORPO DE BUEIRO TRIPLO CAPEADO  (2.00 X 1.00m),M,5983.12
C0908,CORPO DE BUEIRO TRIPLO CAPEADO  (2.00 X 2.00m),M,7809.41
C0909,CORPO DE BUEIRO TRIPLO CAPEADO  (2.50 X 1.00m),M,6965.09
C0910,CORPO DE BUEIRO TRIPLO CAPEADO  (2.50 X 1.50m),M,7924.14
C0911,CORPO DE BUEIRO TRIPLO CAPEADO  (2.50 X 2.00m),M,9349.23
C0912,CORPO DE BUEIRO TRIPLO CAPEADO  (2.50 X 2.50m),M,10387.42
C0913,CORPO DE BUEIRO TRIPLO CAPEADO  (3.00 X 1.00m),M,8145
C0914,CORPO DE BUEIRO TRIPLO CAPEADO  (3.00 X 1.50m),M,9696.02
C0915,CORPO DE BUEIRO TRIPLO CAPEADO  (3.00 X 2.00m),M,10819.69
C0916,CORPO DE BUEIRO TRIPLO CAPEADO  (3.00 X 2.50m),M,11943.35
C0917,CORPO DE BUEIRO TRIPLO CAPEADO  (3.00 X 3.00m),M,13067.02
C4687,"CORPO DE BUEIRO SIMPLES - TUBO CORRUGADO DE DUPLA PAREDE PEAD D=120,0cm",M,1669.03
C4688,"CORPO DE BUEIRO DUPLO - TUBO CORRUGADO DE DUPLA PAREDE PEAD D=120,0cm",M,3252.88
C4689,"CORPO DE BUEIRO TRIPLO - TUBO CORRUGADO DE DUPLA PAREDE PEAD D=120,0cm",M,4834.59
C3630,"GALERIA EM PVC HELICOIDAL TIPO RIB LOC D=0,40m",M,169.09
C3632,"GALERIA EM PVC HELICOIDAL TIPO RIB LOC D=0,60m",M,301.46
C3633,"GALERIA EM PVC HELICOIDAL TIPO RIB LOC D=0,70m",M,420.43
C3631,"GALERIA EM PVC HELICOIDAL TIPO RIB LOC D=0,50m",M,212.05
C3634,"GALERIA EM PVC HELICOIDAL TIPO RIB LOC D=0,80m",M,477.87
C3635,"GALERIA EM PVC HELICOIDAL TIPO RIB LOC D=0,90m",M,542.58
C3636,"GALERIA EM PVC HELICOIDAL TIPO RIB LOC D=1,00m",M,776
C3637,"GALERIA EM PVC HELICOIDAL TIPO RIB LOC D=1,20m",M,940.86
C4680,"GALERIA EM TUBO CORRUGADO DE DUPLA PAREDE PEAD D=37,5cm",M,141.09
C4681,"GALERIA EM TUBO CORRUGADO DE DUPLA PAREDE PEAD D=45,0cm",M,213.28
C4682,"GALERIA EM TUBO CORRUGADO DE DUPLA PAREDE PEAD D=60,0cm",M,394.91
C4683,"GALERIA EM TUBO CORRUGADO DE DUPLA PAREDE PEAD D=75,0cm",M,575.85
C4684,"GALERIA EM TUBO CORRUGADO DE DUPLA PAREDE PEAD D=90,0cm",M,655.69
C4685,"GALERIA EM TUBO CORRUGADO DE DUPLA PAREDE PEAD D=105,0cm",M,982.29
C4686,"GALERIA EM TUBO CORRUGADO DE DUPLA PAREDE PEAD D=120,0cm",M,1297.2
C3401,COLOCAÇÃO DE MATERIAL PARA O LEITO FILTRANTE,M3,100.78
C2728,"DRENAGEM COM TUBO CERÂMICO PERFURADO, D= 10cm",M,16.26
C2729,"DRENAGEM COM TUBO CERÂMICO PERFURADO, D= 15cm",M,21.89
C2730,"DRENAGEM COM TUBO CERÂMICO PERFURADO, D= 20cm",M,33.39
